,price,ilan_no,ilan_tarih,marka,seri,model,yıl,km,vites_tipi,yakıt_tipi,kasa_tipi,motor_hacmi,motor_gucu,cekis,boya_degisen,arac_turu,garanti,plaka_uyruk,renk,Araç ilk sahibindenmi,Yıllık mtv tutarı,Takasa uygunmu,tramer,sag_arka_camurluk,arka_kaput,sol_arka_camurluk,tavan,sol_arka_kapi,sol_on_kapi,sag_on_camurluk,motor_kaputu,sol_on_camurluk,on_tampon,arka_tampon,sag_arka_kapi,sag_on_kapi
807,317.500,22154796,13 Mart 2023,Citroen,C3,1.4 VTi Confort,2012,115.000 km,Yarı Otomatik,Benzin,Hatchback/5,1397 cc,96 hp,Önden Çekiş,Belirtilmemiş,Bireysel,Garantisi Yok,(TR) Türkiye,Gri,İlk Sahibi Değilim,1.606 TL,Takasa Uygun,,,,,,,,,,,,,,
808,335.000,22154133,13 Mart 2023,Citroen,C3,1.4 Attraction,2011,77.000 km,Düz,Benzin,Hatchback/5,1360 cc,76 hp,Önden Çekiş,Takasa Uygun:,Bireysel,Garantisi Yok,(TR) Türkiye,Gri (Gümüş),İlk Sahibiyim,1.135 TL,Takasa Uygun Değil,Toplam Tramer Tutarı: 9.730 TL,Orijinal,Orijinal,Orijinal,Orijinal,Boyanmış,Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal
809,255.000,22150761,13 Mart 2023,Citroen,C3,1.4 HDi X,2005,211.000 km,Düz,Dizel,Hatchback/5,1398 cc,71 hp,Önden Çekiş,Takasa Uygun:,Bireysel,Garantisi Yok,(TR) Türkiye,Gri (Gümüş),İlk Sahibi Değilim,436 TL,Takasa Uygun Değil,Toplam Tramer Tutarı: 1.650 TL,,,,,,,,,Boyanmış,,,Boyanmış,
810,172.000,22151540,13 Mart 2023,Citroen,C3,1.4 HDi X,2005,328.000 km,Düz,Dizel,Hatchback/5,1398 cc,71 hp,Önden Çekiş,Belirtilmemiş,Bireysel,-,(TR) Türkiye,-,İlk Sahibiyim,436 TL,Takasa Uygun Değil,,,,,,,,,,,,,,
811,465.000,22152709,13 Mart 2023,Citroen,C3,1.2 PureTech Live,2018,48.000 km,Düz,Benzin,Hatchback/5,1199 cc,83 hp,Önden Çekiş,Takasa Uygun:,Bireysel,-,(TR) Türkiye,-,İlk Sahibiyim,1.479 TL,Takasa Uygun Değil,Toplam Tramer Tutarı: 7.000 TL,,,,,Boyanmış,Değişmiş,,,Boyanmış,,,,
812,350.000,22153667,13 Mart 2023,Citroen,C3,1.4 HDi Attraction,2012,117.000 km,Düz,Dizel,Hatchback/5,1398 cc,71 hp,Önden Çekiş,Takasa Uygun:,Bireysel,Garantisi Yok,(TR) Türkiye,Kırmızı,İlk Sahibi Değilim,1.606 TL,Takasa Uygun Değil,Toplam Tramer Tutarı: 1.650 TL,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Lokal Boyanmış,Boyanmış,Lokal Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal
813,630.000,22151666,13 Mart 2023,Citroen,C3,1.2 PureTech Shine,2020,54.000 km,Düz,Benzin,Hatchback/5,1199 cc,112 hp,Önden Çekiş,Takasa Uygun:,Bireysel,-,(TR) Türkiye,Füme,İlk Sahibiyim,2.545 TL,Takasa Uygun Değil,Tramer tutarı yok,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal
814,225.500,22145208,13 Mart 2023,Citroen,C3,1.4 HDi SX,2005,280.000 km,Düz,Dizel,Hatchback/5,1398 cc,93 hp,Önden Çekiş,Belirtilmemiş,,,,,,,,,,,,,,,,,,,,,
815,510.000,22149475,12 Mart 2023,Citroen,C3,1.2 PureTech Feel,2021,18.000 km,Düz,Benzin,Hatchback/5,1199 cc,83 hp,Önden Çekiş,Takasa Uygun:,Bireysel,Garantisi Var,(TR) Türkiye,Beyaz,İlk Sahibiyim,2.120 TL,Takasa Uygun Değil,Tramer tutarı yok,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal,Orijinal
816,215.000,22147358,12 Mart 2023,Citroen,C3,1.4 SX,2004,239.000 km,Düz,Benzin,Hatchback/5,1360 cc,76 hp,Önden Çekiş,Takasa Uygun:,Bireysel,-,(TR) Türkiye,Mavi,İlk Sahibi Değilim,436 TL,Takasa Uygun Değil,Tramer tutarı yok,,,Lokal Boyanmış,,Boyanmış,,,,Boyanmış,,,,
817,325.000,21741322,12 Mart 2023,Citroen,C3,1.4 HDi Attraction,2011,137.000 km,Düz,Dizel,Hatchback/5,1398 cc,71 hp,Önden Çekiş,Takasa Uygun:,Bireysel,-,(TR) Türkiye,Beyaz,İlk Sahibi Değilim,1.135 TL,Takasa Uygun Değil,Toplam Tramer Tutarı: 5.000 TL,,Boyanmış,Boyanmış,,,,Boyanmış,,,,,,
818,310.000,22138835,12 Mart 2023,Citroen,C3,1.4 SX,2003,166.104 km,Otomatik,LPG & Benzin,Hatchback/5,1360 cc,76 hp,Önden Çekiş,Takasa Uygun:,Bireysel,-,(TR) Türkiye,-,İlk Sahibiyim,436 TL,Takasa Uygun Değil,,Lokal Boyanmış,,,,,,Boyanmış,Lokal Boyanmış,,,Lokal Boyanmış,Boyanmış,Boyanmış
819,520.000,22147719,12 Mart 2023,Citroen,C3,1.2 PureTech Feel,2020,38.000 km,Düz,Benzin,Hatchback/5,1199 cc,83 hp,Önden Çekiş,Takasa Uygun:,Bireysel,Garantisi Yok,(TR) Türkiye,Gri (titanyum),İlk Sahibi Değilim,2.120 TL,Takasa Uygun,Toplam Tramer Tutarı: 993 TL,,Değişmiş,,,,,,,,,,,
820,265.950,22100902,12 Mart 2023,Citroen,C3,1.6 HDi SX,2006,215.000 km,Düz,Dizel,Hatchback/5,1560 cc,93 hp,Önden Çekiş,Belirtilmemiş,Bireysel,Garantisi Yok,(TR) Türkiye,Kırmızı,İlk Sahibi Değilim,436 TL,Takasa Uygun,,,,,,,,,,,,,,
821,279.500,22144950,12 Mart 2023,Citroen,C3,1.4 SX,2004,179.240 km,Otomatik,LPG & Benzin,Hatchback/5,1360 cc,76 hp,Önden Çekiş,Takasa Uygun:,,,,,,,,Toplam Tramer Tutarı: 4.000 TL,Boyanmış,,,,Boyanmış,Boyanmış,Boyanmış,Değişmiş,Boyanmış,,,,
822,262.000,22137701,12 Mart 2023,Citroen,C3,1.4 SX,2006,171.000 km,Düz,Benzin,Hatchback/5,1360 cc,76 hp,Önden Çekiş,Takasa Uygun:,Bireysel,-,(TR) Türkiye,Gri (Gümüş),İlk Sahibi Değilim,436 TL,Takasa Uygun,Tramer tutarı yok,,,,,,,Boyanmış,Boyanmış,Değişmiş,,,,
823,249.500,22137081,12 Mart 2023,Citroen,C3,1.4 HDi X Furio,2006,180.400 km,Düz,Dizel,Hatchback/5,1398 cc,71 hp,Önden Çekiş,Takasa Uygun:,Bireysel,Garantisi Yok,(TR) Türkiye,Siyah,İlk Sahibi Değilim,436 TL,Takasa Uygun,Toplam Tramer Tutarı: 4.100 TL,Orijinal,Orijinal,Boyanmış,Orijinal,Boyanmış,Boyanmış,Orijinal,Orijinal,Boyanmış,Orijinal,Orijinal,Orijinal,Orijinal
